"Date","Region","Industry","UOM","Employment"
"2015-02","Nova Scotia","Real estate and rental and leasing [53]","Persons",7267
"2015-02","Nova Scotia","Professional, scientific and technical services [54]","Persons",14185
"2015-02","Nova Scotia","Management of companies and enterprises [55]","Persons",2069
"2015-02","Nova Scotia","Administrative and support, waste management and remediation services [56]","Persons",18858
"2015-02","Nova Scotia","Educational services [61]","Persons",37775
"2015-02","Nova Scotia","Health care and social assistance [62]","Persons",62299
"2015-02","Nova Scotia","Arts, entertainment and recreation [71]","Persons",5135
"2015-02","Nova Scotia","Accommodation and food services [72]","Persons",30624
"2015-02","Nova Scotia","Other services (except public administration) [81]","Persons",11895
"2015-02","Nova Scotia","Public administration [91]","Persons",34440
"2015-02","New Brunswick","Industrial aggregate including unclassified businesses [00-91N]","Persons",302674
"2015-02","New Brunswick","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",299087
"2015-02","New Brunswick","Goods producing industries [11-33N]","Persons",54005
"2015-02","New Brunswick","Forestry, logging and support [11N]","Persons",2753
"2015-02","New Brunswick","Construction [23]","Persons",18842
"2015-02","New Brunswick","Manufacturing [31-33]","Persons",28477
"2015-02","New Brunswick","Service producing industries [41-91N]","Persons",245082
"2015-02","New Brunswick","Trade [41-45N]","Persons",53229
"2015-02","New Brunswick","Wholesale trade [41]","Persons",10120
"2015-02","New Brunswick","Retail trade [44-45]","Persons",43109
"2015-02","New Brunswick","Transportation and warehousing [48-49]","Persons",15864
"2015-02","New Brunswick","Information and cultural industries [51]","Persons",6833
"2015-02","New Brunswick","Finance and insurance [52]","Persons",12156
"2015-02","New Brunswick","Real estate and rental and leasing [53]","Persons",4229
"2015-02","New Brunswick","Professional, scientific and technical services [54]","Persons",10037
"2015-02","New Brunswick","Management of companies and enterprises [55]","Persons",1440
"2015-02","New Brunswick","Administrative and support, waste management and remediation services [56]","Persons",15225
"2015-02","New Brunswick","Educational services [61]","Persons",19728
"2015-02","New Brunswick","Health care and social assistance [62]","Persons",43365
"2015-02","New Brunswick","Arts, entertainment and recreation [71]","Persons",4102
"2015-02","New Brunswick","Accommodation and food services [72]","Persons",23752
"2015-02","New Brunswick","Other services (except public administration) [81]","Persons",9670
"2015-02","New Brunswick","Public administration [91]","Persons",25451
"2015-02","Quebec","Industrial aggregate including unclassified businesses [00-91N]","Persons",3502140
"2015-02","Quebec","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",3441746
"2015-02","Quebec","Goods producing industries [11-33N]","Persons",638115
"2015-02","Quebec","Forestry, logging and support [11N]","Persons",9122
"2015-02","Quebec","Mining, quarrying, and oil and gas extraction [21]","Persons",15854
"2015-02","Quebec","Utilities [22]","Persons",27017
"2015-02","Quebec","Construction [23]","Persons",179439
"2015-02","Quebec","Manufacturing [31-33]","Persons",406682
"2015-02","Quebec","Service producing industries [41-91N]","Persons",2803631
"2015-02","Quebec","Trade [41-45N]","Persons",617975
"2015-02","Quebec","Wholesale trade [41]","Persons",173678
"2015-02","Quebec","Retail trade [44-45]","Persons",444297
"2015-02","Quebec","Transportation and warehousing [48-49]","Persons",153436
"2015-02","Quebec","Information and cultural industries [51]","Persons",76047
"2015-02","Quebec","Finance and insurance [52]","Persons",152021
"2015-02","Quebec","Real estate and rental and leasing [53]","Persons",56547
"2015-02","Quebec","Professional, scientific and technical services [54]","Persons",182468
"2015-02","Quebec","Management of companies and enterprises [55]","Persons",19668
"2015-02","Quebec","Administrative and support, waste management and remediation services [56]","Persons",159092
"2015-02","Quebec","Educational services [61]","Persons",300157
"2015-02","Quebec","Health care and social assistance [62]","Persons",430431
"2015-02","Quebec","Arts, entertainment and recreation [71]","Persons",58662
"2015-02","Quebec","Accommodation and food services [72]","Persons",241467
"2015-02","Quebec","Other services (except public administration) [81]","Persons",120585
"2015-02","Quebec","Public administration [91]","Persons",235077
"2015-02","Ontario","Industrial aggregate including unclassified businesses [00-91N]","Persons",5992962
"2015-02","Ontario","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",5908156
"2015-02","Ontario","Goods producing industries [11-33N]","Persons",1045482
"2015-02","Ontario","Forestry, logging and support [11N]","Persons",4703
"2015-02","Ontario","Mining, quarrying, and oil and gas extraction [21]","Persons",25447
"2015-02","Ontario","Utilities [22]","Persons",44801
"2015-02","Ontario","Construction [23]","Persons",312481
"2015-02","Ontario","Manufacturing [31-33]","Persons",658049
"2015-02","Ontario","Service producing industries [41-91N]","Persons",4862674
"2015-02","Ontario","Trade [41-45N]","Persons",1032369
"2015-02","Ontario","Wholesale trade [41]","Persons",329766
"2015-02","Ontario","Retail trade [44-45]","Persons",702603
"2015-02","Ontario","Transportation and warehousing [48-49]","Persons",253704
"2015-02","Ontario","Information and cultural industries [51]","Persons",150446
"2015-02","Ontario","Finance and insurance [52]","Persons",315177
"2015-02","Ontario","Real estate and rental and leasing [53]","Persons",112391
"2015-02","Ontario","Professional, scientific and technical services [54]","Persons",362150
"2015-02","Ontario","Management of companies and enterprises [55]","Persons",40604
"2015-02","Ontario","Administrative and support, waste management and remediation services [56]","Persons",343842
"2015-02","Ontario","Educational services [61]","Persons",468509
"2015-02","Ontario","Health care and social assistance [62]","Persons",655621
"2015-02","Ontario","Arts, entertainment and recreation [71]","Persons",96131
"2015-02","Ontario","Accommodation and food services [72]","Persons",436116
"2015-02","Ontario","Other services (except public administration) [81]","Persons",203518
"2015-02","Ontario","Public administration [91]","Persons",392096
"2015-02","Manitoba","Industrial aggregate including unclassified businesses [00-91N]","Persons",588481
"2015-02","Manitoba","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",583059
"2015-02","Manitoba","Goods producing industries [11-33N]","Persons",100439
"2015-02","Manitoba","Construction [23]","Persons",33507
"2015-02","Manitoba","Manufacturing [31-33]","Persons",56698
"2015-02","Manitoba","Service producing industries [41-91N]","Persons",482619
"2015-02","Manitoba","Trade [41-45N]","Persons",91917
"2015-02","Manitoba","Wholesale trade [41]","Persons",24845
"2015-02","Manitoba","Retail trade [44-45]","Persons",67072
"2015-02","Manitoba","Transportation and warehousing [48-49]","Persons",33359
"2015-02","Manitoba","Information and cultural industries [51]","Persons",10737
"2015-02","Manitoba","Finance and insurance [52]","Persons",34137
"2015-02","Manitoba","Real estate and rental and leasing [53]","Persons",8283
"2015-02","Manitoba","Professional, scientific and technical services [54]","Persons",16137
"2015-02","Manitoba","Management of companies and enterprises [55]","Persons",4188
"2015-02","Manitoba","Administrative and support, waste management and remediation services [56]","Persons",22329
"2015-02","Manitoba","Educational services [61]","Persons",51684
"2015-02","Manitoba","Health care and social assistance [62]","Persons",90034
"2015-02","Manitoba","Arts, entertainment and recreation [71]","Persons",9125
"2015-02","Manitoba","Accommodation and food services [72]","Persons",42596
"2015-02","Manitoba","Other services (except public administration) [81]","Persons",20470
"2015-02","Manitoba","Public administration [91]","Persons",47622
"2015-02","Saskatchewan","Industrial aggregate including unclassified businesses [00-91N]","Persons",485882
"2015-02","Saskatchewan","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",479363
"2015-02","Saskatchewan","Goods producing industries [11-33N]","Persons",83635
"2015-02","Saskatchewan","Mining, quarrying, and oil and gas extraction [21]","Persons",18431
"2015-02","Saskatchewan","Construction [23]","Persons",34911
"2015-02","Saskatchewan","Manufacturing [31-33]","Persons",25100
"2015-02","Saskatchewan","Service producing industries [41-91N]","Persons",395728
"2015-02","Saskatchewan","Trade [41-45N]","Persons",88852
"2015-02","Saskatchewan","Wholesale trade [41]","Persons",25863
"2015-02","Saskatchewan","Retail trade [44-45]","Persons",62989
"2015-02","Saskatchewan","Transportation and warehousing [48-49]","Persons",20371
"2015-02","Saskatchewan","Information and cultural industries [51]","Persons",10931
"2015-02","Saskatchewan","Finance and insurance [52]","Persons",21729
"2015-02","Saskatchewan","Real estate and rental and leasing [53]","Persons",6140
"2015-02","Saskatchewan","Professional, scientific and technical services [54]","Persons",15119
"2015-02","Saskatchewan","Management of companies and enterprises [55]","Persons",3682
"2015-02","Saskatchewan","Administrative and support, waste management and remediation services [56]","Persons",15003
"2015-02","Saskatchewan","Educational services [61]","Persons",43493
"2015-02","Saskatchewan","Health care and social assistance [62]","Persons",63576
"2015-02","Saskatchewan","Arts, entertainment and recreation [71]","Persons",8511
"2015-02","Saskatchewan","Accommodation and food services [72]","Persons",36799
"2015-02","Saskatchewan","Other services (except public administration) [81]","Persons",17297
"2015-02","Saskatchewan","Public administration [91]","Persons",44226
"2015-02","Alberta","Industrial aggregate including unclassified businesses [00-91N]","Persons",2072745
"2015-02","Alberta","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",2045798
"2015-02","Alberta","Goods producing industries [11-33N]","Persons",497919
"2015-02","Alberta","Forestry, logging and support [11N]","Persons",3480
"2015-02","Alberta","Mining, quarrying, and oil and gas extraction [21]","Persons",127785
"2015-02","Alberta","Utilities [22]","Persons",15035
"2015-02","Alberta","Construction [23]","Persons",213606
"2015-02","Alberta","Manufacturing [31-33]","Persons",138013
"2015-02","Alberta","Service producing industries [41-91N]","Persons",1547880
"2015-02","Alberta","Trade [41-45N]","Persons",350858
"2015-02","Alberta","Wholesale trade [41]","Persons",108436
"2015-02","Alberta","Retail trade [44-45]","Persons",242422
"2015-02","Alberta","Transportation and warehousing [48-49]","Persons",102683
"2015-02","Alberta","Information and cultural industries [51]","Persons",29092
"2015-02","Alberta","Finance and insurance [52]","Persons",60903
"2015-02","Alberta","Real estate and rental and leasing [53]","Persons",42785
"2015-02","Alberta","Professional, scientific and technical services [54]","Persons",129605
